english,hindi,English_Emotion,English_Confidence,Hindi_Emotion,Hindi_Confidence
spoken language,वाचा,surprise,0.572737991809845,surprise,0.5031949281692505
"In prison, he fell ill and his health deteriorated so much that he died soon after his return from there.",जेल में वह अस्वस्थ हो गए और उनका स्वास्थ्य इतना गिर गया कि वह पूणे से वापस आते ही चल बसे। ,surprise,0.2986980676651001,sadness,0.4503366947174072
strain,नस्ल,surprise,0.37590670585632324,surprise,0.6578624844551086
These exchanges unmistakably bring out the courage with which Yusuf Meherally was prepared to face any consequence for the patriotic duty he was performing.,इस प्रकार के संवादों से यह बोध होता है कि युसुफ़ अपने देश के प्रति कर्त्तव्यपालन के परिणामों को किस अदम्य साहस के साथ झेलने के लिए तैयार थे। ,surprise,0.8126752972602844,surprise,0.5595503449440002
Our leaders also realized that a nuclear - weapon - free - world would enhance not only India 's security but also the security of all nations.,"हमारे नेताओं ने महसूस किया कि परमाणु शस्त्र से मुक्त विश्व न सिर्फ भारत की सुरक्षा, अपितु राष्ट्रों की सुरक्षा में अभिवृद्धि करेगा। ",surprise,0.43653997778892517,sadness,0.2836085557937622
journalism,पत्रकारिता,surprise,0.6083785891532898,surprise,0.4326620101928711
"(vi) any other field which the Board may prescribe in this behalf, who is employed in a capacity in which such specialised knowledge and experience are actually utilised;","(vi) किसी अन्य विषय का, जो बोर्ड इस संबंध में विहित करे, विशेष ज्ञान या अनुभव है और जो ऐसी हैसियत में नियोजित है जिसमें ऐसे विशेष ज्ञान और अनुभव का वास्तव में उपयोग किया जाता है।",surprise,0.5030969977378845,surprise,0.47725576162338257
ICTs can aid teacher self - learning in subject matter,आईसीटी विषय के मामले में स्व-शिक्षा के लिए शिक्षक की सहायता कर सकते हैं,surprise,0.47566187381744385,sadness,0.4368912875652313
"And let there be among you a community calling to virtue, and advocating righteousness, and deterring from evil. These are the successful.",और तुम्हें एक ऐसे समुदाय का रूप धारण कर लेना चाहिए जो नेकी की ओर बुलाए और भलाई का आदेश दे और बुराई से रोके। यही सफलता प्राप्त करनेवाले लोग है,surprise,0.6495103240013123,surprise,0.4823019504547119
"Outlook Contacts CSV or Tab (. csv,. tab)","आउटलुक संपर्क CSV या Tab (. csv,. tab) ",surprise,0.33183833956718445,surprise,0.479496568441391
Before you get any money you will have to agree how you will pay the loan back.,आप को पैसे मिलने से पहले यह स्पष्ट करना होगा कि आप उधार कैसे चक सकते है. ,surprise,0.40216290950775146,surprise,0.7111818194389343
Font Color,फ़ॉन्ट रंग,surprise,0.5495666265487671,anger,0.30820605158805847
tranquilizing,शमक,surprise,0.3356491029262543,surprise,0.395026832818985
leader,अगुआ,surprise,0.4725475311279297,surprise,0.7159926891326904
Relaxation of rules,नियम शिथिलन,surprise,0.7382668256759644,sadness,0.6170529723167419
applaudable,क़ाबिलेतारीफ़,joy,0.6705359220504761,fear,0.4375660717487335
Bill Tilman,बिल टिल्मैन ,surprise,0.44605422019958496,love,0.854729175567627
Ramananda came to be convinced that knowledge and any message about the life of spirit could never percolate to the larger mass of the people as long as the masters kept themselves confined within the bounds of a language that was not spoken by the people.,रामानंद को निश्चय हो गया था कि ज्ञान तथा अध्यात्म जीवन का कोई भी संदेश तब तक बहुसंख्यक जनता तक नहीं पहुंच सकता जब तक धर्मनेता अपने ज्ञान को उसी भाषा तक सीमित रखेंगे जिसको आम आदमी व्यवहार में नहीं लाता। ,surprise,0.7211043238639832,surprise,0.39639854431152344
Many birds and insects live on them.,कई पक्षी एवं कीट-पंतग इन पर वास करते हैं। ,anger,0.2589115500450134,surprise,0.6209167838096619
"As a matter of fact, he stopped at the point where he came upon a situation that was to develop into an ugly feud soon.","वस्तुतः जहॉँ उन्होंने देखाा कि घटनाओं का मोड़ कुरुप होने वाला है, वहीं वे ठहर गये। ",surprise,0.9822471737861633,surprise,0.8955090045928955
I also request the private sector to employ more and more persons with disabilities in their establishments and industries.,मैं निजी क्षेत्र से भी अनुरोध करता हूँ कि वह अपने प्रतिष्ठानों और उद्योगों में अधिक से अधिक निःशक्तजनों को रोजगार दें। ,surprise,0.544529139995575,fear,0.5713034272193909
Speech synthesis is still far off from the humans reach.,संवाद संश्लेषण अभी भी मनुष्यों की पहुंच से दूर है. ,surprise,0.9493821859359741,surprise,0.5014694333076477
I did not call (the unjust) to witness the creation of the heavens and earth nor to witness their own creation nor did I want to be helped by those who lead people astray.,मैने न तो आसमान व ज़मीन के पैदा करने के वक्त उनको (मदद के लिए) बुलाया था और न खुद उनके पैदा करने के वक्त अौर मै (ऐसा गया गुज़रा) न था कि मै गुमराह करने वालों को मददगार बनाता,surprise,0.7599125504493713,surprise,0.43728527426719666
Advertisement & Application form,विज्ञापन और आवेदन प्रारूप,surprise,0.5488870143890381,surprise,0.3766135573387146
Chalu was still sulking and was rather surprised to see them.,चालू अभी तक खीझा हुआ था और उन लोगों को वहां देखकर और भी आश्चर्यचकित था। ,surprise,0.7077745795249939,fear,0.4265381395816803
"Yankton County, South Dakota",यॅङ्कटन काउण्टी ,surprise,0.41289857029914856,surprise,0.6477642059326172
"And some of the ignorant are those who when spending in Allah 's cause consider it a ransom, and await the coming of the cycles (of misfortunes) upon you; upon them only is the evil cycle of misfortune; and Allah is All Hearing, All Knowing.","और कुछ बद्दूज ऐसे है कि वे जो कुछ ख़र्च करते है, उसे तावान समझते है और तुम्हारे हक़ मं बुरी गर्दिशों (बुरे दिन) की प्रतीक्षा में हैं, बुरी गर्दिश में तो वही है। अल्लाह सब कुछ सुनता, जानता है",surprise,0.42734724283218384,surprise,0.263655424118042
Cannot Delete,विलोपित नहीं कर सकते,surprise,0.44536513090133667,surprise,0.8089334964752197
Fetch remote branches after creation,रिमोट पश्चात,surprise,0.708940327167511,surprise,0.7592847943305969
So that little pattern that we had,इसलिए ये क्रम जो हमारे पास है जहाँ पर तुम बस ,surprise,0.8015636801719666,surprise,0.7466509342193604
Syrup,"शर्बत, मिष्टोद",surprise,0.5420019626617432,surprise,0.7531040906906128
"However, there are some of the GIs which are not registrable under the Act, about which consumers must be fully aware.",तथापि कुछ ऐसे भौगोलिक सूचक हैं जो अधिनियम के अंतर्गत पंजीकृत नहीं है और जिनके बारे में उपभोक्ता को पूर्ण जानकारी होनी चाहिए। ,surprise,0.3582027852535248,surprise,0.5873236656188965
"He said, “O my people! There is no straying in me – I am in fact a Noble Messenger from the Lord Of The Creation. ”",तब नूह ने कहा कि ऐ मेरी क़ौम मुझ में गुमराही (वग़ैरह) तो कुछ नहीं बल्कि मैं तो परवरदिगारे आलम की तरफ से रसूल हूँ,surprise,0.8767171502113342,surprise,0.3881421685218811
& Recipient:,प्राप्तकर्ताः (R) ,surprise,0.5606998801231384,surprise,0.35214248299598694
Encryption:,एनक्रिप्शनः,surprise,0.5611339807510376,surprise,0.712232232093811
Premchand came from Urdu background and became great in Hindi.,प्रेमचन्द उर्दू का संस्कार लेकर हिन्दी में आए थे और हिन्दी के महान लेखक बने। ,joy,0.2622080445289612,sadness,0.5901752710342407
Dummy window only,सिर्फ डमी विंडो,surprise,0.9565749764442444,surprise,0.6343392133712769
Different people see things differently:,अलग अलग लोग एक ही चीज़ को: ,surprise,0.8398110270500183,joy,0.4213944971561432
renounce,त्याग करना,surprise,0.5043091773986816,surprise,0.4542817175388336
Rajinikanth,रजनीकान्त ,surprise,0.43549859523773193,surprise,0.4271048903465271
turpentine,श्रीवेष्ट,surprise,0.5404099822044373,surprise,0.44256818294525146
You will not be able to play midi.,आप midi रिकार्ड या प्ले नहीं कर सकते. ,surprise,0.3873996138572693,surprise,0.3920971751213074
_ Continuous,निरन्तर (_ C) ,surprise,0.4524739682674408,surprise,0.3343959450721741
It 's really wonderful the way he organizes things.,उनकी व्यवस्था आश्चर्यजनक हैं। ,joy,0.8336724042892456,surprise,0.6380082964897156
fall back,पिछड़ना,surprise,0.48951202630996704,surprise,0.7521196603775024
"It was the custom among rich Ezhava families to host studious lads, thus enabling them to study under the Savarna where they were forbidden to stay.",उस समय समृद्व ऐजावा परिवारो में प्रतिभा-संपन्न विधाथियों की सहयता करनें की प्रथा प्रचलित थी जिससे वे उन सवर्णों के साथ रहकर पढ़ सकें जिनके साथ रहना वर्जित था। ,surprise,0.8407509922981262,sadness,0.8368840217590332
pigeon-pea plant,आढ़क,surprise,0.4638272523880005,surprise,0.40092694759368896
Kurdistan Province,कुर्दिस्तान प्रांत,surprise,0.4352870583534241,sadness,0.6907697916030884
"Thus, though its poetry is far from perfect, its sustained majesty and devotion are remarkable and as an experiment in poetic hymnology, it has its place secure.","इस प्रकार, इसमें कविता की परिपक्वता तो नहीं है परनतु इसका स्थान जरूर सुरक्षित माना जा सकता है। ",surprise,0.9337567090988159,surprise,0.9110714793205261
comportment,रुख,surprise,0.5574613809585571,surprise,0.4273309111595154
"(1A) [Omitted by the Finance (No. 2) Act, 1991, w.e.f. 27-9-1991.]","(1क) [वित्त (सं. 2) अधिनियम, 1991 द्वारा 27.9.1991 से लोप किया गया।]",surprise,0.5062083601951599,surprise,0.4552750587463379
Virtual Networks,वर्चुअल संजाल,surprise,0.4827205240726471,surprise,0.4114953279495239
It does feel like something to be wrong;,गलत होना महसूस होता है; ,surprise,0.9275842905044556,sadness,0.7857198715209961
"(i) where he is a member of any political party on the date of his nomination as such member, be deemed to belong to such political party;","(1) उस दशा में, जिसमें वह ऐसे सदस्य के रूप में अपने नामनिर्देशन की तारीख को किसी राजनीतिक दल का सदस्य है, यह समझा जाएगा कि वह ऐसे राजनीतिक दल का सदस्य है;",surprise,0.34824833273887634,surprise,0.39107608795166016
180 x 180 DPI,180 x 180 डीपीआई,surprise,0.41754841804504395,surprise,0.41179612278938293
"You either go up,","या तो आप ऊपर जाओगे, ",surprise,0.3914872109889984,surprise,0.3508380651473999
Needs to be capable of moving and clicking the mouse easily,माउस पुरी समर्थता से हिलाने और उपयोग करने के लिये उसके अभ्यास की जरूरत है. ,surprise,0.40310823917388916,surprise,0.5053005218505859
Feeding and offering gifts to Brahmins form major items of the ceremony.,इसके मुख्य अंग हैं-ब्राह्मणों को भोज और दान देना। ,love,0.2581407129764557,joy,0.5459547638893127
_ Continuous,निरन्तर (_ C) ,surprise,0.4524739682674408,surprise,0.3343959450721741
Yoga Vasistha,योगवासिष्ठ,surprise,0.5210679769515991,surprise,0.6613749265670776
thirty-nine,39,surprise,0.4445566236972809,surprise,0.437671422958374
"The founder of the Sikh religion drank its water, which, till the establishment of Pakistan 1947, used to be believed by the people to have curative properties.","सिख धर्म के संस्थापक ने उसका पानी पिया था, जो 1947 में पाकिस्तान बनने के पहले तक, जनता द्वारा रोग-निवारक विशेष गुण से पूरित माना जाता रहा। ",surprise,0.6220599412918091,surprise,0.6717105507850647
This led to the improvement of the general standard of the Department.,इससे विभाग के सामान्य स्तर में सुधार होने लगा। ,surprise,0.48464444279670715,surprise,0.8620545864105225
In 1980 italian fiction scientist created a hororrful movie (contamination film),१९८० की इटालियन काल्पनिक विज्ञानं और दहशत वाली फ़िल्म के लिये & #44; देखेंकांतामिनाशन (फिल्म) (Contamination (film)) ,fear,0.573715329170227,fear,0.8053419589996338
upcoming,भावी,surprise,0.7675804495811462,fear,0.4068750739097595
"Given the nature of the authority exercised by the raja, it is not surprising that there is very little evidence for the development of an administrative machinery during this phase.","इस प्रकार, राजा के अधिकार के स्वरुप को देखते हुए इसमें कोई आश्चर्य नहीं कि उस काल में प्रशासनिक मशीनरी के विकास का बहुत ही कम प्रमाण मिलता है। ",surprise,0.558465838432312,surprise,0.9754849672317505
Output file:,आउटपुट फ़ाइलः,surprise,0.38120561838150024,fear,0.42716848850250244
Bhagwati Babu spent more than a year in Hamirpur.,हमीरपुर में भगवती बाबू एक वर्ष से ऊपर रहे। ,surprise,0.3014084994792938,surprise,0.41759225726127625
kcmkresources,केसीएम-के-रिसोर्सेस,surprise,0.48391881585121155,surprise,0.788179874420166
He received reports from representatives of both sides on the discussions and witnessed the exchange of ten MOUs for cooperation between the institutions of higher learning of India and China.,उन्होंने विचार-विमर्श पर दोनों पक्षों के प्रतिनिधियों से रिपोर्टें प्राप्त कीं तथा भारत और चीन के उच्च शिक्षा संस्थानों के बीच सहयोग के 10 समझौता ज्ञापनो के आदान-प्रदान का अवलोकन किया।,surprise,0.33125948905944824,surprise,0.38555625081062317
emotional,भावभीनी,surprise,0.3740839958190918,surprise,0.5440216660499573
The indiscriminate adoption of norms and practices from opulent societies has led to a disorientation of values and aesthetic feeling.,समृद्ध समाजों के मानदंडों तथा आचरण को बिना सोच-विचार के अपनाते जाने से अपने निजी मूल्यों तथा भावनात्मक संवेदशीलता का ह्रास हुआ है। ,surprise,0.5146386027336121,sadness,0.4553801417350769
The SPQEM is a demand driven scheme.,एसपीक्यूईएम एक मांग नियंत्रित योजना है। ,surprise,0.5267348885536194,surprise,0.8303135633468628
"because it made him bankrupt,",क्यूंकि इसने उसे दिवालिया बना दिया,surprise,0.6408681273460388,surprise,0.36613479256629944
Anoop Kumar,अनूप कुमार,surprise,0.45899513363838196,surprise,0.7492119669914246
"According to Hindu belief Vedas, Upanishads, texts etc. eternal, everlasting God 's grace individually Mntrdrashta sages individually who had knowledge of texts documenting them.","हिन्दू मान्यता के अनुसार वेद, उपनिषद आदि ग्रन्थ अनादि, नित्य हैं, ईश्वर की कृपा से अलग-अलग मन्त्रद्रष्टा ऋषियों को अलग-अलग ग्रन्थों का ज्ञान प्राप्त हुआ जिन्होंने फिर उन्हें लिपिबद्ध किया। ",surprise,0.6425413489341736,fear,0.31629136204719543
Anjuta Shell,Anjuta शेल,surprise,0.643312931060791,joy,0.4380379617214203
Testing archive,अभिलेख जाँच रहे,surprise,0.5138642191886902,surprise,0.4535267949104309
"roasting at a scorching fire,",दहकती आग में प्रवेश करेंगे,surprise,0.45036518573760986,anger,0.3769357204437256
luster,कांति,surprise,0.4409544765949249,surprise,0.5607502460479736
Seth Govind Das,सेठ गोविंद दास,surprise,0.45683032274246216,sadness,0.8563433885574341
Print this message,संदेश छापें,surprise,0.4286346733570099,sadness,0.9406777620315552
He had once inaugurated a co - operative store in Nadiad.,उन्होंने एक बार नडियाद में सहकारिता भंडार का उदघाटन किया था। ,surprise,0.3326338231563568,surprise,0.4565005898475647
Bold & Italic,मोटा एवं तिर्यगक्षर,surprise,0.42371514439582825,surprise,0.6542283892631531
what it means for a definition of life and everything that comes after it.,यह जीवन की परिभाषा और उसके बाद के लिए क्या मतलब रखता है. ,surprise,0.5211957097053528,joy,0.34744778275489807
Remove Validity Check,वैधता जांच हटाएं,surprise,0.547995388507843,surprise,0.8680606484413147
"""% s"" expects the first argument to be either ""any"", ""summary"", or ""description"", or ""location"", or ""attendee"", or ""organizer"", or ""classification""","""% s"" पहले तर्क को ""any"", ""summary"", या ""description"", या ""location"", या ""attendee"", या ""organizer"", या ""classification"" में से किसी रूप में आशा करता है",surprise,0.41325485706329346,surprise,0.8264734745025635
"Those are they who bought the present life for the Hereafter, so the punishment will not be lightened for them, nor will they be helped.","यही वे लोग है जो आख़िरात के बदले सांसारिक जीवन के ख़रीदार हुए, तो न उनकी यातना हल्की की जाएगी और न उन्हें कोई सहायता पहुँच सकेगी",surprise,0.5281124114990234,surprise,0.9575489163398743
"They said, “O father, we went off racing one another, and left Joseph by our belongings; and the wolf ate him. But you will not believe us, even though we are being truthful. ”","कहने लगे, ""ऐ मेरे बाप! हम परस्पर दौड़ में मुक़ाबला करते हुए दूर चले गए और यूसफ़ को हमने अपने सामान के साथ छोड़ दिया था कि इतने में भेड़िया उसे खा गया। आप तो हमपर विश्वास करेंगे नहीं, यद्यपि हम सच्चे है।"" ",surprise,0.9668937921524048,fear,0.4337676763534546
