Original_English,Original_Hindi,Translated_Text,Input_Emotion,Translated_Emotion,Confidence_Deviation
Adds support for internationalization so that your project can have translations in different languages,समर्थन के लिए इंच,अंतर्राष्ट्रीयकरण के लिए समर्थन जोड़ता है ताकि आपकी परियोजना में विभिन्न भाषाओं में अनुवाद हो सकें,surprise,surprise,0.0754772722721099
"The disc in ""% s"" is empty.","""% s"" में डिस्क समर्थित नहीं है. ","""% s"" में डिस्क खाली है.",surprise,surprise,0.0839764773845672
He became a cult and a legend.,वे एक पंथ ओर दृष्टांत के रूप में जाने जाने लगे। ,वह एक पंथ और एक किंवदंती बन गया।,surprise,surprise,0.4390021860599518
Scandinavian language,नोर्डिक,स्कैंडिनेवियाई भाषा,surprise,surprise,0.4724368155002594
temporary,आनीजानी,अस्थायी,surprise,surprise,0.3857266306877136
"The following morning, Shravan woke up early and helped his parents to get ready.",अपने माता-पिता को तैयार किया। ,अगले दिन सुबह श्रावन जल्दी उठकर अपने माता-पिता को तैयार करने में मदद करते थे।,surprise,surprise,0.0605420470237731
"so that We may bring life to a dead land; and slake the thirst of Our creation; cattle and men, in great numbers.",ताकि हम उसके ज़रिए से मुर्दा (वीरान) शहर को ज़िन्दा (आबाद) कर दें और अपनी मख़लूकात में से चौपायों और बहुत से आदमियों को उससे सेराब करें,ताकि हम एक मुर्दा ज़मीन को ज़िन्दा करें और अपनी पैदाइश से बहुत-से चौपायों और लोगों की प्यास को ख़त्म करें,joy,love,0.0347625315189361
Javagal Srinath,जवागल श्रीनाथ ,जवागल श्रीनाथ,surprise,joy,0.0105283260345458
"We must continue to harness and leverage our e-governance capabilities for improving the lives of the poor and needy, and to transform India into a more equitable and financially inclusive society.",हम गरीब और जरूरतमंद के जीवन को सुधारने तथा भारत को अधिक समतामूलक और वित्तीय रूप से समावेशी समाज में बदलने के लिए हमारी ई-शासन क्षमताओं का प्रयोग करते रहेंगे और उनका लाभ उठाते रहेंगे।,हमें गरीबों और जरूरतमंदों के जीवन में सुधार के लिए अपनी ई-शासन क्षमताओं का उपयोग करना और उनका लाभ उठाना जारी रखना चाहिए और भारत को एक अधिक समान और वित्तीय रूप से समावेशी समाज में बदलना चाहिए।,surprise,surprise,0.1577488780021667
"Weapon System of the Army includes BrahMos Weapon System, Smerch Multi Rocket Launcher System (MLRS) and Pinaka Multi Barrel Rocket Launcher System (MBRLS).","सेना की आयुध प्रणाली में ब्रह्मोस, स्मर्च मल्टी रॉकेट लांचर सिस्टम (एमएलआरएस) और पिनाक मल्टी बैरेल रॉकेट लांचर सिस्टम (एमबीआरएलएस) जैसी उन्नत चीजें शामिल हैं","सेना के हथियार प्रणाली में ब्रह्ममोस हथियार प्रणाली, स्मेर्च मल्टी रॉकेट लांचर सिस्टम (एमएलआरएस) और पिनाका मल्टी बैरल रॉकेट लांचर सिस्टम (एमबीआरएलएस) शामिल हैं।",surprise,surprise,0.0909855663776397
'Therefore the author need not be presumed to have attempted to write on subjects which had been definitively dealt with by previous writers and on which he does not have anything original to say.,"इसलिए यह माने की कोई आवश्यकता नहीं कि उन्होंने ऐसे विषयों पर भी लिखने की चेष्टा की होगी जिन्हें पूर्ववर्ती ग्रन्थकारों द्वारा निश्चित आकार दिया जा चुका था, या जिन पर उनके पास कुछ मौलिक पंण्डितराज जगन्नाथ कहने के लिए नहीं था। ","""इसलिए लेखक को उन विषयों पर लिखने का प्रयास करने की उम्मीद नहीं करनी चाहिए जिन पर पिछले लेखकों द्वारा अंतिम रूप से चर्चा की गई थी और जिनके बारे में उसके पास कुछ भी मूल नहीं है।",surprise,surprise,0.0042130947113037
Shellfish eaten raw have been a source of cholera.,शेलफिश द्वारा खाये जानेवाले कच्चे पदार्थ भी हैजा के स्रोत हो सकते हैं। ,कच्चे खाए जाने वाले शैवाल कोलेरा का कारण बनते हैं।,surprise,surprise,0.0282282829284668
chevy,दुःखी करना,चवी,surprise,love,0.0166061520576477
TeX Guide,टेटेक्स मार्गदर्शक,टेक्सास गाइड,surprise,surprise,0.0398952662944794
For it compels a constant reference at each moment to the Origin of all being and will and action and there is at once an embracing and exceeding of all particular forms and appearances in That which is their cause and upholder.,"क्योंकि इससे बाध्य होकर हम प्रतिक्षण समस्त सत्ता, संकल्प और कर्म के उद्गम के सामने निरन्तर अपनी जिज्ञासा निवेदित करते हैं और इन सब विभिनन आकारों तथा प्रतीतियों का हम उस तत् में जो इनका कर्त्ता धर्त्ता है, आलिड्गन करते हैं और साथ-ही-साथ इन्हें अतिक्रान्त भी कर जाते हैं। ","क्योंकि यह हर क्षण में सभी होने, इच्छा और क्रिया के मूल का निरंतर उल्लेख करने के लिए मजबूर करता है और उसी में सभी विशेष रूपों और उपस्थितिओं को गले लगाना और उससे अधिक होना है जो उनका कारण और समर्थन है।",surprise,surprise,0.3695550560951233
"MSME - DO provides a comprehensive range of common facilities, technology support services, marketing assistance, entrepreneurial development support, etc.","एमएसएमई-डीओ द्वारा सामान्य सुविधाओं, प्रौद्योगिकी सहायता सेवाओं, विपणन सहायता, उद्यम शीलता विकास सहायता आदि की व्यापक परास प्रदान की जाती है। ","एमएसएमई-डीओ साझा सुविधाओं, प्रौद्योगिकी सहायता सेवाओं, विपणन सहायता, उद्यमशीलता विकास सहायता आदि की एक व्यापक श्रृंखला प्रदान करता है।",surprise,surprise,0.2514908909797668
"Thus forced by his masters, Mahadji Sindhia sent to Shah Alam in a casket the extracted eye - balls as also the severed nose and ears of Ghulam Qadir.","इस प्रकार अपने मालिकों द्वारा जोर देने पर महादजी सिंधिया ने गुलाम कादिर की निकाली हुई दोनों आँखें ही नहीं, नाक और कान भी काटकर एक तश्तरी में रखकर शाह आलम को पेश कर दिये। ",इस प्रकार महाजी सिंधिया ने अपने स्वामी द्वारा मजबूर होकर एक ताबूत में निकालकर शाह आलम को गुलाम क़ादिर की आंखों की गेंदें और काट दी गई नाक और कान भी भेजीं।,surprise,surprise,0.0518258810043334
Local color scheme file could not be opened. Scheme cannot be recorded.,स्थानीय रंग योजना फ़ाइल खोला नहीं जा सका. योजना रेकार्ड नहीं की जा सकती. ,स्थानीय रंग योजना फ़ाइल नहीं खोला जा सका। योजना नहीं दर्ज किया जा सकता।,surprise,surprise,0.1180914044380188
Every soul will taste death. We burden you with adversity and prosperity—a test. And to Us you will be returned.,हर जीव को मौत का मज़ा चखना है और हम अच्छी और बुरी परिस्थितियों में डालकर तुम सबकी परीक्षा करते है। अन्ततः तुम्हें हमारी ही ओर पलटकर आना है,हर शख़्स मौत का मज़ा चखने वाला है और हम तुम पर मुसीबत और ख़ुशख़बरी का बोझ डालते हैं और तुम हमारी तरफ लौटाए जाओगे,surprise,surprise,0.270696759223938
That must have been what happened.,"ठीक है, ऐसा ही हुआ होगा। ",ऐसा ही हुआ होगा।,surprise,surprise,0.2401071786880492
All India Trade Union Congress,अखिल भारतीय मजदूर संघ कॉंग्रेस ,अखिल भारतीय ट्रेड यूनियन कांग्रेस,surprise,surprise,0.0431855618953704
Singhalese,सिंहली,सिंगलेस,surprise,surprise,0.077728420495987
& Settings,विन्यास (S) ,& सेटिंग्स,surprise,surprise,0.0661439597606659
Starve,तारा,भूख से मरना,surprise,surprise,0.1910648643970489
Khadi connotes the beginning of economic freedom and. equality of all in the country.,5 खादी देशमें सबकी आर्थिक स्वतंत्रता और समानताके प्रारंभका चिह्न है। ,खादी देश में आर्थिक स्वतंत्रता और सभी की समानता की शुरुआत है।,surprise,surprise,0.0557858943939209
the jack of hearts,लाल पान का गुलाम,दिल के जैक,love,surprise,0.1221149861812591
The requested operation cannot be completed.,निवेदित आपरेशन पूरा नहीं हो सकता. ,अनुरोधित ऑपरेशन पूरा नहीं किया जा सकता है।,surprise,surprise,0.1263016462326049
They would only function in so far as the Sylhet area is concerned.,वे केवल सिलहट क्षेत्र के सम्बन्ध में ही कार्य करेंगे। ,वे केवल सिलहेट क्षेत्र के लिए ही काम करेंगे।,joy,fear,0.3037313222885132
"to their own devices, a somatic stem cell or an adult","उनके अपने उपकरणों, एक दैहिक स्टेम सेल या एक वयस्क के लिए ","अपने स्वयं के उपकरणों से, एक सोमैटिक स्टेम सेल या एक वयस्क",surprise,surprise,0.0546946525573731
The example of those who spend their wealth in the way of Allah is like a seed [of grain] which grows seven spikes; in each spike is a hundred grains. And Allah multiplies [His reward] for whom He wills. And Allah is all - Encompassing and Knowing.,जो लोग अपने माल खुदा की राह में खर्च करते हैं उनके (खर्च) की मिसाल उस दाने की सी मिसाल है जिसकी सात बालियॉ निकलें (और) हर बाली में सौ (सौ) दाने हों और ख़ुदा जिसके लिये चाहता है दूना कर देता है और खुदा बड़ी गुन्जाइश वाला (हर चीज़ से) वाक़िफ़ है,"जो लोग अपने माल अल्लाह के मार्ग में ख़र्च करते है, उनकी मिसाल एक बीजे की सी है, जो सात अंकुश उगाता है। प्रत्येक अंकुश में सौ अंकुश होते है। अल्लाह जिसके लिए चाहता है, उसे गुणा करता है। अल्लाह सर्वव्यापी, सर्वज्ञ है",surprise,love,0.0825439393520355
Creating greater awareness about the Information and Communications Technology (ICT) programmes of the Ministry of Human Resource Development and the National Knowledge Network (NKN).,मानव संसाधन विकास मंत्रालय तथा राष्ट्रीय ज्ञान नेटवर्क के सूचना एवं संचार प्रौद्योगिकी कार्यक्रमों के बारे में अधिक जागरूकता पैदा करना।,मानव संसाधन विकास मंत्रालय और राष्ट्रीय ज्ञान नेटवर्क (एनकेएन) के सूचना और संचार प्रौद्योगिकी (आईसीटी) कार्यक्रमों के बारे में अधिक जागरूकता पैदा करना।,surprise,surprise,0.0443781912326812
"And they say, “This is nothing but plain magic.","और कहते है, ""यह तो बस एक प्रत्यक्ष जादू है",और ये लोग कहते हैं कि ये तो बस साफ़ सा जादू है,surprise,surprise,0.050304889678955
"Perhaps no other literature gave such an elevated literary place to the prose writer, on par with the highest epic poet.",संभवतः किसी भी अन्य साहित्य में गद्य-लेखक को महाकवि के समान ऊँचा साहित्यिक दर्जा नहीं मिला होगा। ,शायद किसी अन्य साहित्य ने भी गद्यकार को उच्चतम महाकाव्य कवि के बराबर उच्च साहित्यिक स्थान नहीं दिया।,surprise,surprise,3.278255462635382e-05
Backward classes have been educated with higher education,पिछड़े वर्ग को उच्च शिक्षा में भी आरक्षण दिया गया है। ,पिछड़े वर्गों को उच्च शिक्षा के साथ शिक्षा दी गई है,surprise,surprise,0.3717508316040039
Empathy Internet Messaging,एंपैथी इंटरनेट मैसेजिंग,सहानुभूति इंटरनेट संदेश,surprise,surprise,0.5037721693515778
India signed double tax avoidance agreement with 79 countries.,भारत ने 79 देशों के साथ दोहरे कर के परिवर्जन करने के लिए करार पर हस्ताक्षर किया है। ,भारत ने 79 देशों के साथ डबल टैक्स एवाइडेंस समझौते पर हस्ताक्षर किए।,surprise,joy,0.379454255104065
"E, no E still can 't be numbered because it' s children haven 't been all numbered yet.","क्योंकि बच्चों यह है सभी अभी तक क्रमांकित किया गया नहीं E, कोई ई अभी भी गिने जा नहीं कर सकता। ","E, no E अभी भी नहीं अंकित किया जा सकता है क्योंकि उसके बच्चों को अभी तक अंकित नहीं किया गया है।",surprise,surprise,0.2850533127784729
The process of delegating.,ऐसी प्रक्रिया जिसके द्वारा प्रत्यायोजन किया जाता हो। ,कार्यभार संभालने की प्रक्रिया।,surprise,surprise,0.2583755552768707
Sanction for issue of notice.,सूचना जारी करने की मंजूरी,सूचना जारी करने के लिए प्रतिबंध।,surprise,surprise,0.3512387275695799
sad,गमगीन,दुखद,sadness,sadness,0.0052185058593751
Faith has to do with things that are not seen and hope with things that are not at hand.,श्रद्धा का उन चीजों से लेना-देना है जो दिखाई नहीं देतीं और आशा का उनसे जो हमारे हाथ में नहीं हैं. ,विश्वास उन चीज़ों से जुड़ा होता है जो दिखाई नहीं देती हैं और आशा उन चीज़ों से जुड़ी होती है जो अभी तक नहीं देखी जा रही हैं।,surprise,fear,0.2470314502716064
"In Biology sex is the process by which hereditary characteristics are mixed and organized, which determines whether the organism becomes a male or female (sex of the organism).",जीव विज्ञान में मैथुन आनुवंशिक लक्षणों के संयोजन और मिश्रण की एक प्रक्रिया है जो कि जीव के नर या मादा (जीव का लिंग) होना निर्धारित करती है्। ,"जीव विज्ञान में लिंग वह प्रक्रिया है जिसके द्वारा आनुवंशिक विशेषताएं मिश्रित और संगठित होती हैं, जो निर्धारित करती है कि क्या जीव पुरुष या महिला (जीव का लिंग) बन जाता है।",surprise,love,0.0668768882751464
Federal District,फेडरल जिलाncamerica. kgm,संघीय जिला,surprise,surprise,0.0050925314426422
spoken language,वाचा,बोली हुई भाषा,surprise,surprise,0.0667160153388977
"In prison, he fell ill and his health deteriorated so much that he died soon after his return from there.",जेल में वह अस्वस्थ हो गए और उनका स्वास्थ्य इतना गिर गया कि वह पूणे से वापस आते ही चल बसे। ,"जेल में, वह बीमार पड़ गया और उसकी हालत इतनी खराब हो गई कि वह वहां से लौटने के तुरंत बाद मर गया।",surprise,surprise,0.1537065207958221
strain,नस्ल,तनाव,surprise,surprise,0.1263631582260132
These exchanges unmistakably bring out the courage with which Yusuf Meherally was prepared to face any consequence for the patriotic duty he was performing.,इस प्रकार के संवादों से यह बोध होता है कि युसुफ़ अपने देश के प्रति कर्त्तव्यपालन के परिणामों को किस अदम्य साहस के साथ झेलने के लिए तैयार थे। ,इन आदान-प्रदानों से स्पष्ट रूप से उस साहस को उजागर किया गया है जिसके साथ युसुफ मेहराली अपने देशभक्तिपूर्ण कर्तव्य के लिए किसी भी परिणाम का सामना करने के लिए तैयार थे।,surprise,surprise,0.2464130520820617
Our leaders also realized that a nuclear - weapon - free - world would enhance not only India 's security but also the security of all nations.,"हमारे नेताओं ने महसूस किया कि परमाणु शस्त्र से मुक्त विश्व न सिर्फ भारत की सुरक्षा, अपितु राष्ट्रों की सुरक्षा में अभिवृद्धि करेगा। ",हमारे नेताओं को यह भी पता था कि परमाणु हथियार मुक्त दुनिया से न केवल भारत की सुरक्षा बढ़ेगी बल्कि सभी देशों की सुरक्षा भी बढ़ेगी।,surprise,surprise,0.1371152102947234
journalism,पत्रकारिता,पत्रकारिता,surprise,surprise,0.0013165473937988
"(vi) any other field which the Board may prescribe in this behalf, who is employed in a capacity in which such specialised knowledge and experience are actually utilised;","(vi) किसी अन्य विषय का, जो बोर्ड इस संबंध में विहित करे, विशेष ज्ञान या अनुभव है और जो ऐसी हैसियत में नियोजित है जिसमें ऐसे विशेष ज्ञान और अनुभव का वास्तव में उपयोग किया जाता है।","(vi) किसी अन्य क्षेत्र में जो बोर्ड इस संबंध में निर्धारित कर सकता है, जो ऐसी क्षमता में कार्यरत है जिसमें इस तरह के विशेष ज्ञान और अनुभव का वास्तव में उपयोग किया जाता है;",surprise,surprise,0.4909570217132568
ICTs can aid teacher self - learning in subject matter,आईसीटी विषय के मामले में स्व-शिक्षा के लिए शिक्षक की सहायता कर सकते हैं,आईसीटी शिक्षक को विषय में आत्म-शिक्षा में सहायता कर सकती है,surprise,surprise,0.1502217054367066
"And let there be among you a community calling to virtue, and advocating righteousness, and deterring from evil. These are the successful.",और तुम्हें एक ऐसे समुदाय का रूप धारण कर लेना चाहिए जो नेकी की ओर बुलाए और भलाई का आदेश दे और बुराई से रोके। यही सफलता प्राप्त करनेवाले लोग है,और तुममें एक समुदाय हो जो अच्छे कर्म करने का आह्वान करता है और अच्छे कर्मों का अनुयायी है और बुराई से रोकता है। यही लोग सफल होंगे,surprise,surprise,0.0138996839523315
"Outlook Contacts CSV or Tab (. csv,. tab)","आउटलुक संपर्क CSV या Tab (. csv,. tab) ","Outlook संपर्क CSV या टैब (. csv,. टैब)",surprise,surprise,0.260961800813675
Before you get any money you will have to agree how you will pay the loan back.,आप को पैसे मिलने से पहले यह स्पष्ट करना होगा कि आप उधार कैसे चक सकते है. ,इससे पहले कि आपको कोई पैसा मिल जाए आपको यह तय करना होगा कि आप ऋण कैसे चुकाते हैं।,surprise,surprise,0.142397403717041
Font Color,फ़ॉन्ट रंग,फ़ॉन्ट का रंग,surprise,surprise,0.1355637311935424
tranquilizing,शमक,शांत करने वाला,surprise,surprise,0.3036526143550873
leader,अगुआ,नेता,surprise,surprise,0.0671577453613281
Relaxation of rules,नियम शिथिलन,नियमों का ढील,surprise,surprise,0.2550431489944458
applaudable,क़ाबिलेतारीफ़,सराहनीय,joy,surprise,0.1529595851898193
Bill Tilman,बिल टिल्मैन ,बिल टिल्मन,surprise,surprise,0.0619454383850098
Ramananda came to be convinced that knowledge and any message about the life of spirit could never percolate to the larger mass of the people as long as the masters kept themselves confined within the bounds of a language that was not spoken by the people.,रामानंद को निश्चय हो गया था कि ज्ञान तथा अध्यात्म जीवन का कोई भी संदेश तब तक बहुसंख्यक जनता तक नहीं पहुंच सकता जब तक धर्मनेता अपने ज्ञान को उसी भाषा तक सीमित रखेंगे जिसको आम आदमी व्यवहार में नहीं लाता। ,रामानंद को यह विश्वास हो गया कि आत्माओं के जीवन के बारे में ज्ञान और कोई भी संदेश तब तक लोगों के बड़े पैमाने पर नहीं पहुंच सकता जब तक कि स्वामी अपनी भाषा की सीमाओं के भीतर ही रहते हैं जो लोगों द्वारा नहीं बोली जाती है।,surprise,surprise,0.0887953042984008
Many birds and insects live on them.,कई पक्षी एवं कीट-पंतग इन पर वास करते हैं। ,कई पक्षी और कीड़े उन पर रहते हैं।,anger,surprise,0.0917927026748657
"As a matter of fact, he stopped at the point where he came upon a situation that was to develop into an ugly feud soon.","वस्तुतः जहॉँ उन्होंने देखाा कि घटनाओं का मोड़ कुरुप होने वाला है, वहीं वे ठहर गये। ","वास्तव में, वह उस बिंदु पर रुक गया जब वह एक ऐसी स्थिति पर आया जो जल्द ही एक बदसूरत झगड़ा में विकसित होने वाली थी।",surprise,surprise,0.2728862762451171
I also request the private sector to employ more and more persons with disabilities in their establishments and industries.,मैं निजी क्षेत्र से भी अनुरोध करता हूँ कि वह अपने प्रतिष्ठानों और उद्योगों में अधिक से अधिक निःशक्तजनों को रोजगार दें। ,मैं निजी क्षेत्र से यह भी अनुरोध करता हूं कि वह अपनी प्रतिष्ठानों और उद्योगों में अधिक से अधिक विकलांग लोगों को रोजगार दे।,surprise,surprise,0.0654526948928833
Speech synthesis is still far off from the humans reach.,संवाद संश्लेषण अभी भी मनुष्यों की पहुंच से दूर है. ,भाषण संश्लेषण अभी भी मानव पहुंच से दूर है।,surprise,surprise,0.032127261161804
I did not call (the unjust) to witness the creation of the heavens and earth nor to witness their own creation nor did I want to be helped by those who lead people astray.,मैने न तो आसमान व ज़मीन के पैदा करने के वक्त उनको (मदद के लिए) बुलाया था और न खुद उनके पैदा करने के वक्त अौर मै (ऐसा गया गुज़रा) न था कि मै गुमराह करने वालों को मददगार बनाता,और न मैं ने उन्हें (अज़ाबियों को) आसमान व ज़मीन के पैदा होने पर गवाह बनाया और न अपने पैदा होने पर और न मैं चाहता था कि गुमराह करने वाले मेरी मदद करें,surprise,surprise,0.2308806777000427
Advertisement & Application form,विज्ञापन और आवेदन प्रारूप,विज्ञापन और आवेदन पत्र,surprise,surprise,0.1293081641197204
Chalu was still sulking and was rather surprised to see them.,चालू अभी तक खीझा हुआ था और उन लोगों को वहां देखकर और भी आश्चर्यचकित था। ,चालू अभी भी उदास था और उन्हें देखकर काफी हैरान था।,surprise,surprise,0.2734159827232361
"Yankton County, South Dakota",यॅङ्कटन काउण्टी ,"यैंक्टन काउंटी, दक्षिण डकोटा",surprise,surprise,0.022503525018692
"And some of the ignorant are those who when spending in Allah 's cause consider it a ransom, and await the coming of the cycles (of misfortunes) upon you; upon them only is the evil cycle of misfortune; and Allah is All Hearing, All Knowing.","और कुछ बद्दूज ऐसे है कि वे जो कुछ ख़र्च करते है, उसे तावान समझते है और तुम्हारे हक़ मं बुरी गर्दिशों (बुरे दिन) की प्रतीक्षा में हैं, बुरी गर्दिश में तो वही है। अल्लाह सब कुछ सुनता, जानता है",और जिन लोगों में कुछ लोग ग़ालिब हैं जो जब ख़ुदा की राह में ख़र्च करते हैं तो उसे फिसलाने की क़ीमत मानते हैं और तुम पर (दुनिया की) मुद्दतों का इन्तज़ार करते हैं (कि) उन पर (दुनिया की) मुद्दतें (भी) बुरी हो जाएँगी और ख़ुदा सब कुछ सुनता जानता है,surprise,surprise,0.3317279219627381
Cannot Delete,विलोपित नहीं कर सकते,हटा नहीं सकता,surprise,surprise,0.0335552990436554
Fetch remote branches after creation,रिमोट पश्चात,निर्माण के बाद दूरस्थ शाखाओं को लाएं,surprise,surprise,0.1590441465377807
So that little pattern that we had,इसलिए ये क्रम जो हमारे पास है जहाँ पर तुम बस ,तो उस छोटे पैटर्न कि हम था,surprise,surprise,0.174330472946167
Syrup,"शर्बत, मिष्टोद",सिरप,surprise,surprise,0.3951996564865112
"However, there are some of the GIs which are not registrable under the Act, about which consumers must be fully aware.",तथापि कुछ ऐसे भौगोलिक सूचक हैं जो अधिनियम के अंतर्गत पंजीकृत नहीं है और जिनके बारे में उपभोक्ता को पूर्ण जानकारी होनी चाहिए। ,"हालांकि, कुछ जीआई हैं जो अधिनियम के तहत पंजीकृत नहीं हैं, जिनके बारे में उपभोक्ताओं को पूरी तरह से पता होना चाहिए।",surprise,surprise,0.1941056549549102
"He said, “O my people! There is no straying in me – I am in fact a Noble Messenger from the Lord Of The Creation. ”",तब नूह ने कहा कि ऐ मेरी क़ौम मुझ में गुमराही (वग़ैरह) तो कुछ नहीं बल्कि मैं तो परवरदिगारे आलम की तरफ से रसूल हूँ,(उसने) कहा ऐ मेरी क़ौम मेरे पास गुमराही नहीं मैं तो सारे जहाँन के परवरदिगार का रसूल हूँ,surprise,surprise,0.022708773612976
& Recipient:,प्राप्तकर्ताः (R) ,& प्राप्तकर्ता:,surprise,surprise,0.1815095245838165
Encryption:,एनक्रिप्शनः,एन्क्रिप्शनः,surprise,surprise,0.3755445480346679
Premchand came from Urdu background and became great in Hindi.,प्रेमचन्द उर्दू का संस्कार लेकर हिन्दी में आए थे और हिन्दी के महान लेखक बने। ,प्रेमचंद उर्दू की पृष्ठभूमि से आए थे और हिंदी में महान बने।,joy,surprise,0.6950061917304993
Dummy window only,सिर्फ डमी विंडो,केवल डमी खिड़की,surprise,surprise,0.2655046582221985
Different people see things differently:,अलग अलग लोग एक ही चीज़ को: ,अलग-अलग लोग चीजों को अलग-अलग तरीके से देखते हैंः,surprise,surprise,0.1419257521629333
renounce,त्याग करना,त्याग करना,surprise,surprise,0.062282919883728
Rajinikanth,रजनीकान्त ,रजनीकांत,surprise,surprise,0.0164135992527008
turpentine,श्रीवेष्ट,टेरपेंटिन,surprise,surprise,0.1089260578155517
You will not be able to play midi.,आप midi रिकार्ड या प्ले नहीं कर सकते. ,तुम मिडी नहीं खेल पाएंगे।,surprise,surprise,0.2498072981834411
_ Continuous,निरन्तर (_ C) ,_ निरंतर,surprise,surprise,0.1538073420524597
It 's really wonderful the way he organizes things.,उनकी व्यवस्था आश्चर्यजनक हैं। ,यह वास्तव में अद्भुत है कि वह चीजों को व्यवस्थित करने का तरीका है।,joy,surprise,0.1641017198562622
fall back,पिछड़ना,पीछे हटें,surprise,surprise,0.1646679639816284
"It was the custom among rich Ezhava families to host studious lads, thus enabling them to study under the Savarna where they were forbidden to stay.",उस समय समृद्व ऐजावा परिवारो में प्रतिभा-संपन्न विधाथियों की सहयता करनें की प्रथा प्रचलित थी जिससे वे उन सवर्णों के साथ रहकर पढ़ सकें जिनके साथ रहना वर्जित था। ,"अमीर ईजावा परिवारों में विद्वान लड़कों को घर पर रखना प्रथा थी, जिससे उन्हें सावरना के तहत अध्ययन करने की अनुमति मिलती थी, जहां उन्हें रहने की मनाही थी।",surprise,surprise,0.3709711730480194
pigeon-pea plant,आढ़क,कबूतर-पपई का पौधा,surprise,surprise,0.0255444049835205
Kurdistan Province,कुर्दिस्तान प्रांत,कुर्दिस्तान प्रांत,surprise,surprise,0.0094777047634124
"Thus, though its poetry is far from perfect, its sustained majesty and devotion are remarkable and as an experiment in poetic hymnology, it has its place secure.","इस प्रकार, इसमें कविता की परिपक्वता तो नहीं है परनतु इसका स्थान जरूर सुरक्षित माना जा सकता है। ","इस प्रकार, यद्यपि इसकी कविता पूर्ण नहीं है, लेकिन इसकी निरंतर भव्यता और भक्ति उल्लेखनीय है और कवितात्मक गीत विज्ञान में प्रयोग के रूप में, इसकी अपनी जगह सुरक्षित है।",surprise,joy,0.1409769654273988
comportment,रुख,व्यवहार,surprise,surprise,0.0271230340003967
"(1A) [Omitted by the Finance (No. 2) Act, 1991, w.e.f. 27-9-1991.]","(1क) [वित्त (सं. 2) अधिनियम, 1991 द्वारा 27.9.1991 से लोप किया गया।]","(1ए) [वित्त (नंबर 2) अधिनियम, 1991 द्वारा छोड़ दिया गया, 27-9-1991 के अनुसार।]",surprise,anger,0.030540108680725
Virtual Networks,वर्चुअल संजाल,वर्चुअल नेटवर्क,surprise,surprise,0.1636461913585662
It does feel like something to be wrong;,गलत होना महसूस होता है; ,यह कुछ गलत होने की तरह लगता है;,surprise,surprise,0.4940170049667358
"(i) where he is a member of any political party on the date of his nomination as such member, be deemed to belong to such political party;","(1) उस दशा में, जिसमें वह ऐसे सदस्य के रूप में अपने नामनिर्देशन की तारीख को किसी राजनीतिक दल का सदस्य है, यह समझा जाएगा कि वह ऐसे राजनीतिक दल का सदस्य है;","(i) यदि वह किसी राजनीतिक दल का सदस्य है, तो उस दल का सदस्य होने के लिए उसे नियुक्त किया गया है;",surprise,surprise,0.0746001601219177
180 x 180 DPI,180 x 180 डीपीआई,180 x 180 डीपीआई,surprise,surprise,0.0030677020549774
"You either go up,","या तो आप ऊपर जाओगे, ","तुम या तो ऊपर जाओ,",surprise,surprise,0.0600044131278991
Needs to be capable of moving and clicking the mouse easily,माउस पुरी समर्थता से हिलाने और उपयोग करने के लिये उसके अभ्यास की जरूरत है. ,माउस को आसानी से ले जाने और क्लिक करने में सक्षम होना चाहिए,surprise,surprise,0.27977854013443
Feeding and offering gifts to Brahmins form major items of the ceremony.,इसके मुख्य अंग हैं-ब्राह्मणों को भोज और दान देना। ,ब्राह्मणों को भोजन और उपहार अर्पित करना समारोह के प्रमुख विषय हैं।,love,surprise,0.5491581857204437
_ Continuous,निरन्तर (_ C) ,_ निरंतर,surprise,surprise,0.1538073420524597
Yoga Vasistha,योगवासिष्ठ,योगा वासीस्थ,surprise,surprise,0.0638118386268615
thirty-nine,39,तीस नौ,surprise,surprise,0.3654063045978546
"The founder of the Sikh religion drank its water, which, till the establishment of Pakistan 1947, used to be believed by the people to have curative properties.","सिख धर्म के संस्थापक ने उसका पानी पिया था, जो 1947 में पाकिस्तान बनने के पहले तक, जनता द्वारा रोग-निवारक विशेष गुण से पूरित माना जाता रहा। ","सिख धर्म के संस्थापक ने इसका पानी पीया, जिसे 1947 में पाकिस्तान की स्थापना तक लोगों ने इलाज के गुणों के लिए माना था।",surprise,surprise,0.2987415194511413
This led to the improvement of the general standard of the Department.,इससे विभाग के सामान्य स्तर में सुधार होने लगा। ,इससे विभाग के सामान्य मानक में सुधार हुआ।,surprise,surprise,0.2322756946086884
