Original_English,Original_Hindi,Translated_Text,Input_Emotion,Translated_Emotion,Confidence_Deviation
'Therefore the author need not be presumed to have attempted to write on subjects which had been definitively dealt with by previous writers and on which he does not have anything original to say.,"इसलिए यह माने की कोई आवश्यकता नहीं कि उन्होंने ऐसे विषयों पर भी लिखने की चेष्टा की होगी जिन्हें पूर्ववर्ती ग्रन्थकारों द्वारा निश्चित आकार दिया जा चुका था, या जिन पर उनके पास कुछ मौलिक पंण्डितराज जगन्नाथ कहने के लिए नहीं था। ",'इसलिए लेखक को ऐसी विषयों पर लिखने की कोशिश नहीं की जा रही है जो पिछले लेखकों के साथ निश्चित रूप से व्यवहार किया गया था और जिन पर वह मूल कुछ भी नहीं कहना है.,surprise,surprise,0.004213094711303711
Shellfish eaten raw have been a source of cholera.,शेलफिश द्वारा खाये जानेवाले कच्चे पदार्थ भी हैजा के स्रोत हो सकते हैं। ,"के., अमरीका (g02 3 / 22)",surprise,surprise,0.028228282928466852
chevy,दुःखी करना,बूवीName,surprise,love,0.016606152057647705
TeX Guide,टेटेक्स मार्गदर्शक,टेक्स मार्गदर्शक,surprise,surprise,0.039895266294479426
For it compels a constant reference at each moment to the Origin of all being and will and action and there is at once an embracing and exceeding of all particular forms and appearances in That which is their cause and upholder.,"क्योंकि इससे बाध्य होकर हम प्रतिक्षण समस्त सत्ता, संकल्प और कर्म के उद्गम के सामने निरन्तर अपनी जिज्ञासा निवेदित करते हैं और इन सब विभिनन आकारों तथा प्रतीतियों का हम उस तत् में जो इनका कर्त्ता धर्त्ता है, आलिड्गन करते हैं और साथ-ही-साथ इन्हें अतिक्रान्त भी कर जाते हैं। ",यह हर क्षण सभी के आरंभ और कार्य और कार्य करने के लिए एक निरंतर संदर्भ मजबूर करता है और एक ही समय पर सभी विशेष रूप और अनेक विशेष रूपों में प्रकट होता है जो उनके पक्ष और समर्थन करनेवाले हैं ।,surprise,surprise,0.3695550560951233
"MSME - DO provides a comprehensive range of common facilities, technology support services, marketing assistance, entrepreneurial development support, etc.","एमएसएमई-डीओ द्वारा सामान्य सुविधाओं, प्रौद्योगिकी सहायता सेवाओं, विपणन सहायता, उद्यम शीलता विकास सहायता आदि की व्यापक परास प्रदान की जाती है। ","जी हाँ, दुनिया - भर में बहुत - से लोगों को नौकरी मिल रही है ।",surprise,surprise,0.25149089097976685
"Thus forced by his masters, Mahadji Sindhia sent to Shah Alam in a casket the extracted eye - balls as also the severed nose and ears of Ghulam Qadir.","इस प्रकार अपने मालिकों द्वारा जोर देने पर महादजी सिंधिया ने गुलाम कादिर की निकाली हुई दोनों आँखें ही नहीं, नाक और कान भी काटकर एक तश्तरी में रखकर शाह आलम को पेश कर दिये। ","इस प्रकार उसके स्वामी द्वारा मजबूर, माजीश पापधा ने सराहया को उसकी आँखों से निकाली हुई आँखों की नाक और गम्माश की आँखों के कानों के रूप में भी भेज दिया ।",surprise,surprise,0.051825881004333496
Local color scheme file could not be opened. Scheme cannot be recorded.,स्थानीय रंग योजना फ़ाइल खोला नहीं जा सका. योजना रेकार्ड नहीं की जा सकती. ,स्थानीय रंग योजना फ़ाइल खोला नहीं जा सका. योजना रेकार्ड नहीं की जा सकी.,surprise,surprise,0.1180914044380188
Every soul will taste death. We burden you with adversity and prosperity—a test. And to Us you will be returned.,हर जीव को मौत का मज़ा चखना है और हम अच्छी और बुरी परिस्थितियों में डालकर तुम सबकी परीक्षा करते है। अन्ततः तुम्हें हमारी ही ओर पलटकर आना है,हर जीव को मौत का मज़ा चखना है और हम अच्छी और बुरी परिस्थितियों में डालकर तुम सबकी परीक्षा करते है। अन्ततः तुम्हें हमारी ही ओर पलटकर आना है,surprise,surprise,0.270696759223938
That must have been what happened.,"ठीक है, ऐसा ही हुआ होगा। ",ऐसा ही हुआ था ।,surprise,surprise,0.24010717868804926
All India Trade Union Congress,अखिल भारतीय मजदूर संघ कॉंग्रेस ,सभी भारत का व्यापार संघ कांग्रेस,surprise,surprise,0.04318556189537048
Singhalese,सिंहली,सिंहलियाईName,surprise,surprise,0.077728420495987
& Settings,विन्यास (S) ,विन्यास (S),surprise,surprise,0.06614395976066595
Starve,तारा,तारा,surprise,surprise,0.19106486439704895
Khadi connotes the beginning of economic freedom and. equality of all in the country.,5 खादी देशमें सबकी आर्थिक स्वतंत्रता और समानताके प्रारंभका चिह्न है। ,देश के सभी लोग एक - दूसरे से बिलकुल अलग हैं ।,surprise,surprise,0.0557858943939209
the jack of hearts,लाल पान का गुलाम,लाल पान का गुलाम,love,surprise,0.12211498618125916
The requested operation cannot be completed.,निवेदित आपरेशन पूरा नहीं हो सकता. ,निवेदित ऑपरेशन पूरा नहीं किया जा सकता.,surprise,surprise,0.12630164623260498
They would only function in so far as the Sylhet area is concerned.,वे केवल सिलहट क्षेत्र के सम्बन्ध में ही कार्य करेंगे। ,वे केवल इतनी दूर में ही कार्य करते जब तक कि सिग्रॆटीय क्षेत्र चिंतित है ।,joy,fear,0.3037313222885132
"to their own devices, a somatic stem cell or an adult","उनके अपने उपकरणों, एक दैहिक स्टेम सेल या एक वयस्क के लिए ","अपने उपकरणों के लिए, एक स्वाभाविक रचना कक्ष या वयस्क",surprise,surprise,0.0546946525573731
The example of those who spend their wealth in the way of Allah is like a seed [of grain] which grows seven spikes; in each spike is a hundred grains. And Allah multiplies [His reward] for whom He wills. And Allah is all - Encompassing and Knowing.,जो लोग अपने माल खुदा की राह में खर्च करते हैं उनके (खर्च) की मिसाल उस दाने की सी मिसाल है जिसकी सात बालियॉ निकलें (और) हर बाली में सौ (सौ) दाने हों और ख़ुदा जिसके लिये चाहता है दूना कर देता है और खुदा बड़ी गुन्जाइश वाला (हर चीज़ से) वाक़िफ़ है,"जो लोग अपने माल अल्लाह के मार्ग में ख़र्च करते है, उनकी उपमा ऐसी है, जैसे एक दाना हो, जिससे सात बालें निकलें और प्रत्येक बाल में सौ दाने हो। अल्लाह जिसे चाहता है बढ़ोतरी प्रदान करता है। अल्लाह बड़ी समाईवाला, जाननेवाला है",surprise,love,0.08254393935203552
Creating greater awareness about the Information and Communications Technology (ICT) programmes of the Ministry of Human Resource Development and the National Knowledge Network (NKN).,मानव संसाधन विकास मंत्रालय तथा राष्ट्रीय ज्ञान नेटवर्क के सूचना एवं संचार प्रौद्योगिकी कार्यक्रमों के बारे में अधिक जागरूकता पैदा करना।,मानव संसाधनों की सेवकाई विकास और राष्ट्रीय ज्ञान नेटवर्क (NNNNN) के बारे में जानकारी प्राप्त करने के कार्यक्रम (ICons) के बारे में अधिक जानकारी प्राप्त की जा रही है।,surprise,surprise,0.044378191232681274
"And they say, “This is nothing but plain magic.","और कहते है, ""यह तो बस एक प्रत्यक्ष जादू है",और कहते हैं कि ये तो बस खुला हुआ जादू है,surprise,surprise,0.05030488967895508
"Perhaps no other literature gave such an elevated literary place to the prose writer, on par with the highest epic poet.",संभवतः किसी भी अन्य साहित्य में गद्य-लेखक को महाकवि के समान ऊँचा साहित्यिक दर्जा नहीं मिला होगा। ,शायद किसी और साहित्य ने लेखक को इतनी ऊँची - ऊँची जगह नहीं दी थी ।,surprise,surprise,3.278255462635382e-05
Backward classes have been educated with higher education,पिछड़े वर्ग को उच्च शिक्षा में भी आरक्षण दिया गया है। ,पीछे से ऊँची शिक्षा प्राप्त की गई है,surprise,surprise,0.3717508316040039
Empathy Internet Messaging,एंपैथी इंटरनेट मैसेजिंग,एंपैथी इंटरनेट मैसेजिंग,surprise,surprise,0.5037721693515778
Could not leave network “{0} ” Nun pue colase de la rede“ {0} ”,,नेटवर्क “{0} ” नहीं छोड़ा जा सका,surprise,surprise,0.19276502728462225
India signed double tax avoidance agreement with 79 countries.,भारत ने 79 देशों के साथ दोहरे कर के परिवर्जन करने के लिए करार पर हस्ताक्षर किया है। ,भारत ने ७९ देशों के साथ मेल - जोल रखने के लिए दो बार कर दिए ।,surprise,joy,0.379454255104065
"E, no E still can 't be numbered because it' s children haven 't been all numbered yet.","क्योंकि बच्चों यह है सभी अभी तक क्रमांकित किया गया नहीं E, कोई ई अभी भी गिने जा नहीं कर सकता। ","E, कोई भी ई अब भी नहीं गिना जा सकता क्योंकि यह बच्चे अभी तक गिन नहीं गए हैं.",surprise,surprise,0.2850533127784729
The process of delegating.,ऐसी प्रक्रिया जिसके द्वारा प्रत्यायोजन किया जाता हो। ,स्वचालित सहेजने की प्रक्रिया.,surprise,surprise,0.2583755552768707
Sanction for issue of notice.,सूचना जारी करने की मंजूरी,सजग होइए!,surprise,surprise,0.35123872756957997
Industrial Injuries Disablement Benefit Industrial Injuries Disablement Benefit,,इंडस्ट्रीयलों का लाभ उठाने के लिए इंडस्ट्रीयलों का फायदा उठाने से उन्हें फायदा हो सकता है,surprise,joy,0.2444957196712494
sad,गमगीन,दुःखद,sadness,sadness,0.005218505859375111
Faith has to do with things that are not seen and hope with things that are not at hand.,श्रद्धा का उन चीजों से लेना-देना है जो दिखाई नहीं देतीं और आशा का उनसे जो हमारे हाथ में नहीं हैं. ,विश्‍वास को उन बातों से करना है जो दिखायी नहीं देतीं और आशा रखते हैं जो निकट नहीं हैं ।,surprise,fear,0.24703145027160645
"In Biology sex is the process by which hereditary characteristics are mixed and organized, which determines whether the organism becomes a male or female (sex of the organism).",जीव विज्ञान में मैथुन आनुवंशिक लक्षणों के संयोजन और मिश्रण की एक प्रक्रिया है जो कि जीव के नर या मादा (जीव का लिंग) होना निर्धारित करती है्। ,"जीव - विज्ञानी सेक्स इस प्रक्रिया से मिलता - जुलता और संगठित होता है, जो निर्धारित करता है कि क्या हमारा शरीर एक नर या नारी बन जाता है या नहीं ।",surprise,love,0.06687688827514648
Federal District,फेडरल जिलाncamerica. kgm,फेडरल जिलाbelize. kgm,surprise,surprise,0.005092531442642267
spoken language,वाचा,भाषा,surprise,surprise,0.0667160153388977
"In prison, he fell ill and his health deteriorated so much that he died soon after his return from there.",जेल में वह अस्वस्थ हो गए और उनका स्वास्थ्य इतना गिर गया कि वह पूणे से वापस आते ही चल बसे। ,जेल में वह बीमार हो गया और उसकी सेहत इतनी बिगड़ गयी कि वहाँ से लौटने के तुरंत बाद वह चल बसा ।,surprise,surprise,0.15370652079582214
strain,नस्ल,स्थिति,surprise,surprise,0.12636315822601324
These exchanges unmistakably bring out the courage with which Yusuf Meherally was prepared to face any consequence for the patriotic duty he was performing.,इस प्रकार के संवादों से यह बोध होता है कि युसुफ़ अपने देश के प्रति कर्त्तव्यपालन के परिणामों को किस अदम्य साहस के साथ झेलने के लिए तैयार थे। ,"इन बदलावों से साफ ज़ाहिर होता है कि यूसुफ ने जिस हिम्मत के साथ काम किया था, वह उस पर से पूरा ध्यान देने के लिए तैयार था ।",surprise,surprise,0.24641305208206177
Our leaders also realized that a nuclear - weapon - free - world would enhance not only India 's security but also the security of all nations.,"हमारे नेताओं ने महसूस किया कि परमाणु शस्त्र से मुक्त विश्व न सिर्फ भारत की सुरक्षा, अपितु राष्ट्रों की सुरक्षा में अभिवृद्धि करेगा। ",हमारे नेताओं को यह भी एहसास हुआ कि एक परमाणु - मुक्‍त संसार न केवल भारत की सुरक्षा को बल्कि सभी राष्ट्रों की सुरक्षा को भी बढ़ा देगा ।,surprise,surprise,0.13711521029472346
journalism,पत्रकारिता,पत्रकारिता,surprise,surprise,0.0013165473937988281
"(vi) any other field which the Board may prescribe in this behalf, who is employed in a capacity in which such specialised knowledge and experience are actually utilised;","(vi) किसी अन्य विषय का, जो बोर्ड इस संबंध में विहित करे, विशेष ज्ञान या अनुभव है और जो ऐसी हैसियत में नियोजित है जिसमें ऐसे विशेष ज्ञान और अनुभव का वास्तव में उपयोग किया जाता है।","और जो कोई और क्षेत्र इस के लिये बोर्ड का प्रबन्ध कर सकता है, जिस में ऐसी विशेष ज्ञान और अनुभव के द्वारा काम किया जाता है।",surprise,surprise,0.49095702171325684
ICTs can aid teacher self - learning in subject matter,आईसीटी विषय के मामले में स्व-शिक्षा के लिए शिक्षक की सहायता कर सकते हैं,विषय पर शिक्षक को सीखने में मदद दे सकता है,surprise,surprise,0.1502217054367066
"And let there be among you a community calling to virtue, and advocating righteousness, and deterring from evil. These are the successful.",और तुम्हें एक ऐसे समुदाय का रूप धारण कर लेना चाहिए जो नेकी की ओर बुलाए और भलाई का आदेश दे और बुराई से रोके। यही सफलता प्राप्त करनेवाले लोग है,और तुमसे एक गिरोह ऐसे (लोगों का भी) तो होना चाहिये जो (लोगों को) नेकी की तरफ़ बुलाए अच्छे काम का हुक्म दे और बुरे कामों से रोके और ऐसे ही लोग (आख़ेरत में) अपनी दिली मुरादें पायेंगे,surprise,surprise,0.013899683952331543
"Outlook Contacts CSV or Tab (. csv,. tab)","आउटलुक संपर्क CSV या Tab (. csv,. tab) ","आउटलुक संपर्क CSV या Tab (.csv,.tab)",surprise,surprise,0.260961800813675
Before you get any money you will have to agree how you will pay the loan back.,आप को पैसे मिलने से पहले यह स्पष्ट करना होगा कि आप उधार कैसे चक सकते है. ,इससे पहले कि आप किसी भी पैसा प्राप्त करें आपको सहमत होना पड़ेगा कि आप उधार कैसे चुकाएँगे ।,surprise,surprise,0.14239740371704107
Font Color,फ़ॉन्ट रंग,फ़ॉन्ट रंग,surprise,surprise,0.13556373119354248
tranquilizing,शमक,साफ कर रहा है,surprise,surprise,0.3036526143550873
leader,अगुआ,नेता,surprise,surprise,0.06715774536132812
Relaxation of rules,नियम शिथिलन,नियमों का आराम,surprise,surprise,0.2550431489944458
applaudable,क़ाबिलेतारीफ़,अधिकतम किया जा सकने योग्य,joy,surprise,0.15295958518981934
Bill Tilman,बिल टिल्मैन ,बिल ताइलमेन,surprise,surprise,0.06194543838500982
Ramananda came to be convinced that knowledge and any message about the life of spirit could never percolate to the larger mass of the people as long as the masters kept themselves confined within the bounds of a language that was not spoken by the people.,रामानंद को निश्चय हो गया था कि ज्ञान तथा अध्यात्म जीवन का कोई भी संदेश तब तक बहुसंख्यक जनता तक नहीं पहुंच सकता जब तक धर्मनेता अपने ज्ञान को उसी भाषा तक सीमित रखेंगे जिसको आम आदमी व्यवहार में नहीं लाता। ,रामनंदा को यकीन हो गया कि आत्मा के जीवन के बारे में ज्ञान और आत्मा के जीवन के बारे में कोई भी संदेश लोगों के बड़े समूह तक कभी नहीं पहुँचा सकता जब तक मालिक एक ऐसी भाषा के सीमाओं में खुद को अकेला नहीं रखा गया जो लोगों द्वारा कही गयी थी ।,surprise,surprise,0.08879530429840088
Many birds and insects live on them.,कई पक्षी एवं कीट-पंतग इन पर वास करते हैं। ,अनेक पक्षी और कीड़े उन पर रहते हैं ।,anger,surprise,0.09179270267486572
"As a matter of fact, he stopped at the point where he came upon a situation that was to develop into an ugly feud soon.","वस्तुतः जहॉँ उन्होंने देखाा कि घटनाओं का मोड़ कुरुप होने वाला है, वहीं वे ठहर गये। ",एक बात तो यह थी कि वह उस स्थिति पर आ गया जहाँ वह जल्द ही एक बदसूरत झगड़े में विकसित हुआ था ।,surprise,surprise,0.2728862762451171
I also request the private sector to employ more and more persons with disabilities in their establishments and industries.,मैं निजी क्षेत्र से भी अनुरोध करता हूँ कि वह अपने प्रतिष्ठानों और उद्योगों में अधिक से अधिक निःशक्तजनों को रोजगार दें। ,मैं निजी क्षेत्र से भी गुज़ारिश करता हूँ कि वे अपनी स्थापना और उद्योग में अपंगताओं के साथ ज़्यादा - से - ज़्यादा व्यक्‍तियों का इस्तेमाल करें ।,surprise,surprise,0.0654526948928833
Speech synthesis is still far off from the humans reach.,संवाद संश्लेषण अभी भी मनुष्यों की पहुंच से दूर है. ,लोगों तक भाषण देने का काम अब भी लोगों की पहुँच से कहीं दूर है ।,surprise,surprise,0.03212726116180409
I did not call (the unjust) to witness the creation of the heavens and earth nor to witness their own creation nor did I want to be helped by those who lead people astray.,मैने न तो आसमान व ज़मीन के पैदा करने के वक्त उनको (मदद के लिए) बुलाया था और न खुद उनके पैदा करने के वक्त अौर मै (ऐसा गया गुज़रा) न था कि मै गुमराह करने वालों को मददगार बनाता,मैने न तो आसमान व ज़मीन के पैदा करने के वक्त उनको (मदद के लिए) बुलाया था और न खुद उनके पैदा करने के वक्त अौर मै (ऐसा गया गुज़रा) न था कि मै गुमराह करने वालों को मददगार बनाता,surprise,surprise,0.23088067770004272
Advertisement & Application form,विज्ञापन और आवेदन प्रारूप,वर्णन अनुप्रयोग फ़ॉर्म (m),surprise,surprise,0.12930816411972046
Chalu was still sulking and was rather surprised to see them.,चालू अभी तक खीझा हुआ था और उन लोगों को वहां देखकर और भी आश्चर्यचकित था। ,फूल अभी - भी हिल रहा था और उन्हें देखकर हैरान रह गया था ।,surprise,surprise,0.2734159827232361
"Yankton County, South Dakota",यॅङ्कटन काउण्टी ,यानटन काउन्टीsweden. kgm,surprise,surprise,0.022503525018692072
"And some of the ignorant are those who when spending in Allah 's cause consider it a ransom, and await the coming of the cycles (of misfortunes) upon you; upon them only is the evil cycle of misfortune; and Allah is All Hearing, All Knowing.","और कुछ बद्दूज ऐसे है कि वे जो कुछ ख़र्च करते है, उसे तावान समझते है और तुम्हारे हक़ मं बुरी गर्दिशों (बुरे दिन) की प्रतीक्षा में हैं, बुरी गर्दिश में तो वही है। अल्लाह सब कुछ सुनता, जानता है","और कुछ बद्दूज ऐसे है कि वे जो कुछ ख़र्च करते है, उसे तावान समझते है और तुम्हारे हक़ मं बुरी गर्दिशों (बुरे दिन) की प्रतीक्षा में हैं, बुरी गर्दिश में तो वही है। अल्लाह सब कुछ सुनता, जानता है",surprise,surprise,0.3317279219627381
Cannot Delete,विलोपित नहीं कर सकते,विलोपित नहीं कर सकते,surprise,surprise,0.03355529904365545
Fetch remote branches after creation,रिमोट पश्चात,रिमोट पश्चात,surprise,surprise,0.15904414653778076
So that little pattern that we had,इसलिए ये क्रम जो हमारे पास है जहाँ पर तुम बस ,तो उस छोटे सा पैटर्न है कि हम था,surprise,surprise,0.174330472946167
Syrup,"शर्बत, मिष्टोद",एसआईआर- अप,surprise,surprise,0.39519965648651123
"However, there are some of the GIs which are not registrable under the Act, about which consumers must be fully aware.",तथापि कुछ ऐसे भौगोलिक सूचक हैं जो अधिनियम के अंतर्गत पंजीकृत नहीं है और जिनके बारे में उपभोक्ता को पूर्ण जानकारी होनी चाहिए। ,"लेकिन, कुछ जीव - विज्ञानी हैं जो कार्य के अधीन फिर से सक्रिय नहीं हैं, जिसके बारे में उपभोक्ता को पूरी तरह से अवगत होना चाहिए ।",surprise,surprise,0.19410565495491028
"He said, “O my people! There is no straying in me – I am in fact a Noble Messenger from the Lord Of The Creation. ”",तब नूह ने कहा कि ऐ मेरी क़ौम मुझ में गुमराही (वग़ैरह) तो कुछ नहीं बल्कि मैं तो परवरदिगारे आलम की तरफ से रसूल हूँ,"उसने कहा, ""ऐ मेरी क़ौम के लोगों! किसी गुमराही का मुझसे सम्बन्ध नहीं, बल्कि मैं सारे संसार के रब का एक रसूल हूँ। -",surprise,surprise,0.022708773612976074
& Recipient:,प्राप्तकर्ताः (R) ,प्राप्तकर्ता: (A),surprise,surprise,0.18150952458381653
Encryption:,एनक्रिप्शनः,एनक्रिप्शनः,surprise,surprise,0.37554454803466797
Premchand came from Urdu background and became great in Hindi.,प्रेमचन्द उर्दू का संस्कार लेकर हिन्दी में आए थे और हिन्दी के महान लेखक बने। ,पूर्वगामी पृष्ठभूमि से आया और हिन्दी में महान बन गया.,joy,surprise,0.6950061917304993
Dummy window only,सिर्फ डमी विंडो,सिर्फ डमी विंडो,surprise,surprise,0.2655046582221985
Different people see things differently:,अलग अलग लोग एक ही चीज़ को: ,भिन्‍न लोग बातों को अलग नज़रिए से देखते हैं:,surprise,surprise,0.14192575216293335
renounce,त्याग करना,फिर से कोशिश करें,surprise,surprise,0.06228291988372803
Rajinikanth,रजनीकान्त ,राजुआथ,surprise,surprise,0.01641359925270086
turpentine,श्रीवेष्ट,गोटेटिक अम्ल,surprise,surprise,0.10892605781555176
You will not be able to play midi.,आप midi रिकार्ड या प्ले नहीं कर सकते. ,आप के बीच खेलने में सक्षम नहीं होगा.,surprise,surprise,0.24980729818344116
_ Continuous,निरन्तर (_ C) ,गंभीर (_C),surprise,surprise,0.15380734205245972
It 's really wonderful the way he organizes things.,उनकी व्यवस्था आश्चर्यजनक हैं। ,यह वास्तव में आश्चर्य की बात है कि वह चीजों को संगठित करता है.,joy,surprise,0.1641017198562622
fall back,पिछड़ना,वापस गिरता है,surprise,surprise,0.16466796398162847
"It was the custom among rich Ezhava families to host studious lads, thus enabling them to study under the Savarna where they were forbidden to stay.",उस समय समृद्व ऐजावा परिवारो में प्रतिभा-संपन्न विधाथियों की सहयता करनें की प्रथा प्रचलित थी जिससे वे उन सवर्णों के साथ रहकर पढ़ सकें जिनके साथ रहना वर्जित था। ,इस तरह उन्हें स्वाना के नीचे अध्ययन करने के लिए समर्थ किया गया जहाँ रहने की उन्हें मनाही थी ।,surprise,surprise,0.3709711730480194
pigeon-pea plant,आढ़क,सूअर- बेरा पौधे,surprise,surprise,0.025544404983520508
Kurdistan Province,कुर्दिस्तान प्रांत,कुर्दिस्तान प्रांतusa. kgm,surprise,surprise,0.009477704763412476
"Thus, though its poetry is far from perfect, its sustained majesty and devotion are remarkable and as an experiment in poetic hymnology, it has its place secure.","इस प्रकार, इसमें कविता की परिपक्वता तो नहीं है परनतु इसका स्थान जरूर सुरक्षित माना जा सकता है। ","इस प्रकार, हालाँकि उसकी कविता परिपूर्ण नहीं है, उसकी निरंतर श्रद्धा और भक्‍ति उल्लेखनीय हैं और कविता के भजन - पुस्तक में एक प्रयोग के रूप में, उसका स्थान सुरक्षित है ।",surprise,joy,0.1409769654273988
comportment,रुख,कोडिंग,surprise,surprise,0.02712303400039673
"(1A) [Omitted by the Finance (No. 2) Act, 1991, w.e.f. 27-9-1991.]","(1क) [वित्त (सं. 2) अधिनियम, 1991 द्वारा 27.9.1991 से लोप किया गया।]","(A) [अंग्रेसन द्वारा प्रेरित किया गया) (नहीं. 2) कार्य, १९९१, पृष्ठ २७- ९- १९९८).",surprise,anger,0.030540108680725098
Virtual Networks,वर्चुअल संजाल,आभासी नेटवर्क,surprise,surprise,0.16364619135856628
It does feel like something to be wrong;,गलत होना महसूस होता है; ,यह कुछ गलत होना पसंद करता है;,surprise,surprise,0.49401700496673584
"(i) where he is a member of any political party on the date of his nomination as such member, be deemed to belong to such political party;","(1) उस दशा में, जिसमें वह ऐसे सदस्य के रूप में अपने नामनिर्देशन की तारीख को किसी राजनीतिक दल का सदस्य है, यह समझा जाएगा कि वह ऐसे राजनीतिक दल का सदस्य है;","(जब वह किसी भी राजनीतिक पार्टी का सदस्य है), जहां उसके सदस्य के रूप में इस तरह के राजनैतिक पार्टी के सदस्य हैं, तो लगता है कि यह इस तरह के राजनीतिक पार्टी का हिस्सा है.",surprise,surprise,0.07460016012191778
180 x 180 DPI,180 x 180 डीपीआई,180 x 180 डीपीआई,surprise,surprise,0.0030677020549774725
"You either go up,","या तो आप ऊपर जाओगे, ","तुम या तो ऊपर जाओ,",surprise,surprise,0.06000441312789917
Needs to be capable of moving and clicking the mouse easily,माउस पुरी समर्थता से हिलाने और उपयोग करने के लिये उसके अभ्यास की जरूरत है. ,माउस पुरी समर्थता से हिलाने और उपयोग करने के लिये उसके अभ्यास की जरूरत है.,surprise,surprise,0.27977854013443
Feeding and offering gifts to Brahmins form major items of the ceremony.,इसके मुख्य अंग हैं-ब्राह्मणों को भोज और दान देना। ,यह समारोह के खास अहम पहलुओं पर निर्भर करता है ।,love,surprise,0.5491581857204437
_ Continuous,निरन्तर (_ C) ,गंभीर (_C),surprise,surprise,0.15380734205245972
Yoga Vasistha,योगवासिष्ठ,योगा वासा,surprise,surprise,0.06381183862686157
thirty-nine,39,नहला,surprise,surprise,0.3654063045978546
"The founder of the Sikh religion drank its water, which, till the establishment of Pakistan 1947, used to be believed by the people to have curative properties.","सिख धर्म के संस्थापक ने उसका पानी पिया था, जो 1947 में पाकिस्तान बनने के पहले तक, जनता द्वारा रोग-निवारक विशेष गुण से पूरित माना जाता रहा। ","सन्‌ 1947 में पाकिस्तान की स्थापना तक, इस बात पर विश्‍वास किया जाता था कि लोगों के पास इलाज की अच्छी चीज़ें होंगी ।",surprise,surprise,0.29874151945114136
This led to the improvement of the general standard of the Department.,इससे विभाग के सामान्य स्तर में सुधार होने लगा। ,इससे विभाग के आम स्तर में सुधार आया ।,surprise,surprise,0.2322756946086884
In 1980 italian fiction scientist created a hororrful movie (contamination film),१९८० की इटालियन काल्पनिक विज्ञानं और दहशत वाली फ़िल्म के लिये & #44; देखेंकांतामिनाशन (फिल्म) (Contamination (film)) ,सन्‌ 1980 में इसे रचा गया था ।,fear,surprise,0.2840240001678467
upcoming,भावी,भविष्य,surprise,surprise,0.22173553705215454
"Given the nature of the authority exercised by the raja, it is not surprising that there is very little evidence for the development of an administrative machinery during this phase.","इस प्रकार, राजा के अधिकार के स्वरुप को देखते हुए इसमें कोई आश्चर्य नहीं कि उस काल में प्रशासनिक मशीनरी के विकास का बहुत ही कम प्रमाण मिलता है। ",यह आश्‍चर्य की बात नहीं कि इस चरण के दौरान प्रशासनिक संस्था के विकास के लिए बहुत कम प्रमाण है ।,surprise,surprise,0.1747995913028717
Output file:,आउटपुट फ़ाइलः,आउटपुट फ़ाइलः,surprise,surprise,0.0480546653270722
Bhagwati Babu spent more than a year in Hamirpur.,हमीरपुर में भगवती बाबू एक वर्ष से ऊपर रहे। ,ब्रागवा बाब्बा एक साल से भी ज़्यादा समय तक है जो हैमरे में रहता है ।,surprise,anger,0.016100555658340454
kcmkresources,केसीएम-के-रिसोर्सेस,केसीएम- के- रिसोर्सेस,surprise,surprise,0.045945495367050226
He received reports from representatives of both sides on the discussions and witnessed the exchange of ten MOUs for cooperation between the institutions of higher learning of India and China.,उन्होंने विचार-विमर्श पर दोनों पक्षों के प्रतिनिधियों से रिपोर्टें प्राप्त कीं तथा भारत और चीन के उच्च शिक्षा संस्थानों के बीच सहयोग के 10 समझौता ज्ञापनो के आदान-प्रदान का अवलोकन किया।,उसने भारत और चीन की उच्च शिक्षा संस्थाओं के बीच सहयोग के लिए दस एम.,surprise,surprise,0.08478549122810358
emotional,भावभीनी,भावात्मक,surprise,surprise,0.004447519779205322
The indiscriminate adoption of norms and practices from opulent societies has led to a disorientation of values and aesthetic feeling.,समृद्ध समाजों के मानदंडों तथा आचरण को बिना सोच-विचार के अपनाते जाने से अपने निजी मूल्यों तथा भावनात्मक संवेदशीलता का ह्रास हुआ है। ,समाज - विरोधी और समाजों से आज़ाद होने की वजह से लोगों को खुद पर भरोसा नहीं हो रहा है ।,surprise,fear,0.20253276824951172
The SPQEM is a demand driven scheme.,एसपीक्यूईएम एक मांग नियंत्रित योजना है। ,भाषणQM एक माँगी है.,surprise,surprise,0.22223591804504395
"because it made him bankrupt,",क्यूंकि इसने उसे दिवालिया बना दिया,और उसे हर तरह के सामान से वुसअत दी,surprise,surprise,0.29662925004959106
Anoop Kumar,अनूप कुमार,एक रंगो कुमार,surprise,surprise,0.3337832391262055
"According to Hindu belief Vedas, Upanishads, texts etc. eternal, everlasting God 's grace individually Mntrdrashta sages individually who had knowledge of texts documenting them.","हिन्दू मान्यता के अनुसार वेद, उपनिषद आदि ग्रन्थ अनादि, नित्य हैं, ईश्वर की कृपा से अलग-अलग मन्त्रद्रष्टा ऋषियों को अलग-अलग ग्रन्थों का ज्ञान प्राप्त हुआ जिन्होंने फिर उन्हें लिपिबद्ध किया। ","हिंदू विश्‍वास के अनुसार, सदा के लिए भगवान का अनुग्रह व्यक्‍तिगत रूप से Morrias, जो उन पाठों के बारे में ज्ञान था ।",surprise,love,0.15323111414909363
